timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
12:00 03-05-2022,144,82,59,10200000.0,24400,4370000,1887000,375.76,0,0,0,2790000,595680,2278.96,2800000,861900,11768.12,3260000,2712180,497.76,404000,,,3180000,2095080,836.92,,0,0,,0,0,1940000,209100,1708.0,1050000,0,0.0,784000,55080,641.72,landia è esportata _9000.0_-1020.0_2.44;landia è esportata _1000000.0_-1033260.0_2471.72;, Nord (Norvegia)_nan_31620.0_17.08; Russia europea e Ural (Russia)_1560000.0_972060.0_5775.48; Svezia_2700000.0_779280.0_497.76;
12:10 03-05-2022,144,82,59,10200000.0,24400,4370000,1887000,375.76,0,0,0,2790000,595680,2278.96,2800000,861900,11768.12,3260000,2712180,497.76,404000,,,3180000,2095080,836.92,,0,0,,0,0,1940000,209100,1708.0,1050000,0,0.0,784000,55080,641.72,landia è esportata _9000.0_-1020.0_2.44;landia è esportata _1000000.0_-1033260.0_2471.72;, Nord (Norvegia)_nan_31620.0_17.08; Russia europea e Ural (Russia)_1560000.0_972060.0_5775.48; Svezia_2700000.0_779280.0_497.76;
12:20 03-05-2022,144,82,59,10200000.0,24400,4370000,1887000,375.76,0,0,0,2790000,595680,2278.96,2800000,861900,11768.12,3260000,2712180,497.76,404000,,,3180000,2095080,836.92,,0,0,,0,0,1940000,209100,1708.0,1050000,0,0.0,784000,55080,641.72,landia è esportata _9000.0_-1020.0_2.44;landia è esportata _1000000.0_-1033260.0_2471.72;, Nord (Norvegia)_nan_31620.0_17.08; Russia europea e Ural (Russia)_1560000.0_972060.0_5775.48; Svezia_2700000.0_779280.0_497.76;
12:30 03-05-2022,144,82,59,10200000.0,24400,4370000,1887000,375.76,0,0,0,2790000,595680,2278.96,2800000,861900,11768.12,3260000,2712180,497.76,404000,,,3180000,2095080,836.92,,0,0,,0,0,1940000,209100,1708.0,1050000,0,0.0,784000,55080,641.72,landia è esportata _9000.0_-1020.0_2.44;landia è esportata _1000000.0_-1033260.0_2471.72;, Nord (Norvegia)_nan_31620.0_17.08; Russia europea e Ural (Russia)_1560000.0_972060.0_5775.48; Svezia_2700000.0_779280.0_497.76;
12:40 03-05-2022,144,82,59,10200000.0,24400,4370000,1887000,375.76,0,0,0,2790000,595680,2278.96,2800000,861900,11768.12,3260000,2712180,497.76,404000,,,3180000,2095080,836.92,,0,0,,0,0,1940000,209100,1708.0,1050000,0,0.0,784000,55080,641.72,landia è esportata _9000.0_-1020.0_2.44;landia è esportata _1000000.0_-1033260.0_2471.72;, Nord (Norvegia)_nan_31620.0_17.08; Russia europea e Ural (Russia)_1560000.0_972060.0_5775.48; Svezia_2700000.0_779280.0_497.76;
12:50 03-05-2022,185,77,44,10300000.0,31600,4370000,2894300,575.12,0,0,0,2790000,714820,2730.24,2800000,1285440,17496.92,3260000,1344150,246.48,404000,,,3180000,1803530,717.32,,0,0,,0,0,1940000,297670,2423.72,1050000,15450,170.64,784000,100940,1172.36,landia è esportata _9000.0_-1030.0_3.16;landia è esportata _1000000.0_-1035150.0_3175.8;, Nord (Norvegia)_nan_40170.0_22.12; Russia europea e Ural (Russia)_1560000.0_929060.0_5501.56; Svezia_2700000.0_874470.0_543.52;
13:00 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
13:10 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
13:20 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
13:30 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
13:40 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
13:50 03-05-2022,180,77,44,10400000.0,31200,4370000,2922400,583.44,0,0,0,2790000,700960,2683.2,2800000,1213680,16554.72,3260000,1220960,224.64,404000,,,3180000,1775280,708.24,,0,0,,0,0,1940000,271440,2212.08,1050000,15600,165.36,784000,93600,1085.76,landia è esportata _9000.0_-2080.0_6.24;landia è esportata _1000000.0_-500240.0_1500.72;, Nord (Norvegia)_nan_20800.0_9.36; Russia europea e Ural (Russia)_1560000.0_962000.0_5709.6; Svezia_2700000.0_1204320.0_1263.6;
14:00 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
14:10 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
14:20 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
14:30 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
14:40 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
14:50 03-05-2022,180,77,43,10200000.0,30600,4370000,2911080,581.4,0,0,0,2790000,697680,2674.44,2800000,1188300,16233.3,3260000,1204620,220.32,404000,,,3180000,1694220,676.26,,0,0,,0,0,1940000,268260,2187.9,1050000,15300,168.3,784000,90780,1055.7,landia è esportata _9000.0_-3060.0_9.18;landia è esportata _1000000.0_-586500.0_1759.5;, Nord (Norvegia)_nan_21420.0_12.24; Russia europea e Ural (Russia)_1560000.0_969000.0_5761.98; Svezia_2700000.0_1139340.0_1028.16;
15:00 03-05-2022,179,77,43,10200000.0,30400,4370000,2910060,580.64,0,0,0,2790000,697680,2672.16,2800000,1175040,16048.16,3260000,1217880,221.92,404000,,,3180000,1633020,653.6,,0,0,,0,0,1940000,268260,2185.76,1050000,15300,161.12,784000,88740,1036.64,landia è esportata _9000.0_-2040.0_6.08;landia è esportata _1000000.0_-712980.0_2124.96;, Nord (Norvegia)_nan_25500.0_12.16; Russia europea e Ural (Russia)_1560000.0_969000.0_5757.76; Svezia_2700000.0_1199520.0_1064.0;
15:10 03-05-2022,179,77,43,10200000.0,30400,4370000,2910060,580.64,0,0,0,2790000,697680,2672.16,2800000,1175040,16048.16,3260000,1217880,221.92,404000,,,3180000,1633020,653.6,,0,0,,0,0,1940000,268260,2185.76,1050000,15300,161.12,784000,88740,1036.64,landia è esportata _9000.0_-2040.0_6.08;landia è esportata _1000000.0_-712980.0_2124.96;, Nord (Norvegia)_nan_25500.0_12.16; Russia europea e Ural (Russia)_1560000.0_969000.0_5757.76; Svezia_2700000.0_1199520.0_1064.0;
15:20 03-05-2022,179,77,43,10200000.0,30400,4370000,2910060,580.64,0,0,0,2790000,697680,2672.16,2800000,1175040,16048.16,3260000,1217880,221.92,404000,,,3180000,1633020,653.6,,0,0,,0,0,1940000,268260,2185.76,1050000,15300,161.12,784000,88740,1036.64,landia è esportata _9000.0_-2040.0_6.08;landia è esportata _1000000.0_-712980.0_2124.96;, Nord (Norvegia)_nan_25500.0_12.16; Russia europea e Ural (Russia)_1560000.0_969000.0_5757.76; Svezia_2700000.0_1199520.0_1064.0;
15:30 03-05-2022,179,77,43,10200000.0,30400,4370000,2910060,580.64,0,0,0,2790000,697680,2672.16,2800000,1175040,16048.16,3260000,1217880,221.92,404000,,,3180000,1633020,653.6,,0,0,,0,0,1940000,268260,2185.76,1050000,15300,161.12,784000,88740,1036.64,landia è esportata _9000.0_-2040.0_6.08;landia è esportata _1000000.0_-712980.0_2124.96;, Nord (Norvegia)_nan_25500.0_12.16; Russia europea e Ural (Russia)_1560000.0_969000.0_5757.76; Svezia_2700000.0_1199520.0_1064.0;
15:40 03-05-2022,150,81,57,9540000.0,23800,4370000,1884150,378.42,0,0,0,2790000,523746,2011.1,2800000,819486,11214.56,3260000,2720808,499.8,404000,,,3180000,1752498,702.1,,0,0,,0,0,1940000,231822,1896.86,1050000,954,11.9,784000,62010,723.52,landia è esportata _9000.0_-954.0_2.38;landia è esportata _1000000.0_-777510.0_1939.7;landia è esportata _nan_-24804.0_61.88;, Russia europea e Ural (Russia)_1560000.0_970218.0_5778.64; Svezia_2700000.0_573354.0_585.48;
15:50 03-05-2022,150,81,57,9540000.0,23800,4370000,1884150,378.42,0,0,0,2790000,523746,2011.1,2800000,819486,11214.56,3260000,2720808,499.8,404000,,,3180000,1752498,702.1,,0,0,,0,0,1940000,231822,1896.86,1050000,954,11.9,784000,62010,723.52,landia è esportata _9000.0_-954.0_2.38;landia è esportata _1000000.0_-777510.0_1939.7;landia è esportata _nan_-24804.0_61.88;, Russia europea e Ural (Russia)_1560000.0_970218.0_5778.64; Svezia_2700000.0_573354.0_585.48;
16:00 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
16:10 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
16:20 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
16:30 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
16:40 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
16:50 03-05-2022,154,80,56,9480000.0,24300,4370000,1881780,376.65,0,0,0,2790000,519504,1992.6,2800000,845616,11566.8,3260000,2521680,461.7,404000,,,3180000,1802148,721.71,,0,0,,0,0,1940000,241740,1980.45,1050000,948,9.72,784000,65412,760.59,landia è esportata _9000.0_-948.0_2.43;landia è esportata _1000000.0_-776412.0_1987.74;landia è esportata _nan_nan_nan;, Russia europea e Ural (Russia)_1560000.0_984024.0_5861.16; Svezia_2700000.0_618096.0_568.62;
17:00 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
17:10 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
17:20 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
17:30 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
17:40 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
17:50 03-05-2022,183,77,43,9680000.0,29400,4370000,2888512,576.24,0,0,0,2790000,691152,2646.0,2800000,1142240,15584.94,3260000,1271952,232.26,404000,,,3180000,1580744,632.1,,0,0,,0,0,1940000,259424,2119.74,1050000,13552,149.94,784000,90024,1049.58,landia è esportata _9000.0_-968.0_2.94;landia è esportata _1000000.0_-765688.0_2325.54;, Nord (Norvegia)_nan_43560.0_23.52; Russia europea e Ural (Russia)_1560000.0_979616.0_5815.32; Svezia_2700000.0_717288.0_573.3;
18:00 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
18:10 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
18:20 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
18:30 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
18:40 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
18:50 03-05-2022,165,79,55,9640000.0,26500,4370000,1877872,376.3,0,0,0,2790000,526344,2021.95,2800000,1000632,13684.6,3260000,2012832,368.35,404000,,,3180000,2127548,850.65,,0,0,,0,0,1940000,243892,1992.8,1050000,964,10.6,784000,64588,757.9,landia è esportata _9000.0_-1928.0_5.3;landia è esportata _1000000.0_-808796.0_2223.35;, Nord (Norvegia)_nan_64588.0_34.45; Russia europea e Ural (Russia)_1560000.0_989064.0_5883.0; Svezia_2700000.0_730712.0_519.4;
19:00 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
19:10 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
19:20 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
19:30 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
19:40 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
19:50 03-05-2022,173,78,54,9750000.0,28100,4370000,1878825,376.54,0,0,0,2790000,532350,2042.87,2800000,1093950,14966.06,3260000,1986075,365.3,404000,,,3180000,2231775,893.58,,0,0,,0,0,1940000,263250,2149.65,1050000,975,11.24,784000,65325,758.7,landia è esportata _9000.0_-1950.0_5.62;landia è esportata _1000000.0_-770250.0_2219.9;, Nord (Norvegia)_nan_58500.0_30.91; Russia europea e Ural (Russia)_1560000.0_992550.0_5906.62; Svezia_2700000.0_647400.0_601.34;
20:00 03-05-2022,168,78,55,10000000.0,28100,4370000,1875000,376.54,0,0,0,2790000,531000,2042.87,2800000,1092000,14968.87,3260000,1982000,365.3,404000,,,3180000,2226000,893.58,,0,0,,0,0,1940000,264000,2158.08,1050000,1000,11.24,784000,65000,758.7,landia è esportata _9000.0_-2000.0_5.62;landia è esportata _1000000.0_-809000.0_2273.29;, Nord (Norvegia)_nan_58000.0_30.91; Russia europea e Ural (Russia)_1560000.0_973000.0_5802.65; Svezia_2700000.0_935000.0_696.88;
20:10 03-05-2022,168,78,55,10000000.0,28100,4370000,1875000,376.54,0,0,0,2790000,531000,2042.87,2800000,1092000,14968.87,3260000,1982000,365.3,404000,,,3180000,2226000,893.58,,0,0,,0,0,1940000,264000,2158.08,1050000,1000,11.24,784000,65000,758.7,landia è esportata _9000.0_-2000.0_5.62;landia è esportata _1000000.0_-809000.0_2273.29;, Nord (Norvegia)_nan_58000.0_30.91; Russia europea e Ural (Russia)_1560000.0_973000.0_5802.65; Svezia_2700000.0_935000.0_696.88;
20:20 03-05-2022,168,78,55,10000000.0,28100,4370000,1875000,376.54,0,0,0,2790000,531000,2042.87,2800000,1092000,14968.87,3260000,1982000,365.3,404000,,,3180000,2226000,893.58,,0,0,,0,0,1940000,264000,2158.08,1050000,1000,11.24,784000,65000,758.7,landia è esportata _9000.0_-2000.0_5.62;landia è esportata _1000000.0_-809000.0_2273.29;, Nord (Norvegia)_nan_58000.0_30.91; Russia europea e Ural (Russia)_1560000.0_973000.0_5802.65; Svezia_2700000.0_935000.0_696.88;
