timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
06:20 27-04-2022,544,31,7,4530000,41100,2000000,1077687,213.72,0,0,0,80000,29445,115.08,4370000,2724795,37277.7,701000,3624,0.0,1130000,0,0.0,2740000,276330,110.97,931000,0,0,,0,0,1370000,409059,3345.54,0,0,0,,,, Grecia_nan_-357870.0_3246.9; Macedonia del Nord_950000.0_-338844.0_3074.28; Serbia_2490000.0_-217893.0_1976.91; Turchia_2490000.0_-414042.0_3756.54;, Romania_nan_9060.0_36.99;
06:30 27-04-2022,544,31,7,4530000,41100,2000000,1077687,213.72,0,0,0,80000,29445,115.08,4370000,2724795,37277.7,701000,3624,0.0,1130000,0,0.0,2740000,276330,110.97,931000,0,0,,0,0,1370000,409059,3345.54,0,0,0,,,, Grecia_nan_-357870.0_3246.9; Macedonia del Nord_950000.0_-338844.0_3074.28; Serbia_2490000.0_-217893.0_1976.91; Turchia_2490000.0_-414042.0_3756.54;, Romania_nan_9060.0_36.99;
06:40 27-04-2022,544,31,7,4530000,41100,2000000,1077687,213.72,0,0,0,80000,29445,115.08,4370000,2724795,37277.7,701000,3624,0.0,1130000,0,0.0,2740000,276330,110.97,931000,0,0,,0,0,1370000,409059,3345.54,0,0,0,,,, Grecia_nan_-357870.0_3246.9; Macedonia del Nord_950000.0_-338844.0_3074.28; Serbia_2490000.0_-217893.0_1976.91; Turchia_2490000.0_-414042.0_3756.54;, Romania_nan_9060.0_36.99;
06:50 27-04-2022,544,31,7,4530000,41100,2000000,1077687,213.72,0,0,0,80000,29445,115.08,4370000,2724795,37277.7,701000,3624,0.0,1130000,0,0.0,2740000,276330,110.97,931000,0,0,,0,0,1370000,409059,3345.54,0,0,0,,,, Grecia_nan_-357870.0_3246.9; Macedonia del Nord_950000.0_-338844.0_3074.28; Serbia_2490000.0_-217893.0_1976.91; Turchia_2490000.0_-414042.0_3756.54;, Romania_nan_9060.0_36.99;
07:00 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
07:10 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
07:20 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
07:30 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
07:40 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
07:50 27-04-2022,542,31,7,4560000,41100,2000000,1079808,213.72,0,0,0,80000,29184,110.97,4370000,2736912,37331.13,701000,3192,0.0,1130000,0,0.0,2740000,304152,123.3,931000,0,0,,0,0,1370000,407208,3320.88,0,0,0,,,, Grecia_nan_-341544.0_3078.39; Macedonia del Nord_950000.0_-310536.0_2798.91; Romania_nan_-14136.0_127.41; Serbia_2490000.0_-169176.0_1524.81; Turchia_2490000.0_-365256.0_3292.11;,
08:00 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
08:10 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
08:20 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
08:30 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
08:40 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
08:50 27-04-2022,504,36,13,4880000,41000,2000000,1076528,217.3,0,0,0,80000,26840,102.5,4370000,2676680,36592.5,701000,4880,0.0,1130000,49776,36.9,2740000,503128,200.9,931000,0,0,,0,0,1370000,408944,3341.5,0,0,0,,,, Grecia_nan_-316712.0_2660.9; Macedonia del Nord_950000.0_-271816.0_2283.7; Serbia_2490000.0_-101016.0_848.7; Turchia_2490000.0_-332816.0_2796.2;, Romania_nan_132736.0_504.3;
09:00 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
09:10 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
09:20 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
09:30 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
09:40 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
09:50 27-04-2022,486,38,17,4940000,40000,2000000,1077908,216.0,0,0,0,80000,27664,108.0,4370000,2627586,35900.0,701000,1976,0.0,1130000,220818,164.0,2740000,559702,224.0,931000,0,0,,0,0,1370000,406562,3320.0,0,0,0,,,, Grecia_nan_-212914.0_1724.0; Macedonia del Nord_950000.0_-209950.0_1700.0; Serbia_2490000.0_-112138.0_908.0; Turchia_2490000.0_-251940.0_2040.0;, Romania_nan_17784.0_72.0;
10:00 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
10:10 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
10:20 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
10:30 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
10:40 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
10:50 27-04-2022,460,42,20,5240000,40200,2000000,1079440,217.08,0,0,0,80000,29344,112.56,4370000,2579652,35247.36,701000,4716,0.0,1130000,413960,309.54,2740000,521380,209.04,931000,0,0,,0,0,1370000,400336,3268.26,0,0,0,,,, Grecia_nan_-254140.0_1949.7; Macedonia del Nord_950000.0_-233704.0_1792.92; Serbia_2490000.0_-89080.0_683.4; Turchia_2490000.0_-372040.0_2854.2;, Romania_nan_212220.0_840.18;
11:00 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
11:10 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
11:20 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
11:30 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
11:40 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
11:50 27-04-2022,451,43,22,5320000,40000,2000000,1079960,216.0,0,0,0,80000,30324,116.0,4370000,2582328,35288.0,701000,27664,4.0,1130000,582540,436.0,2740000,485716,196.0,931000,0,0,,0,0,1370000,394744,3224.0,0,0,0,,,, Grecia_nan_-262276.0_1972.0; Macedonia del Nord_950000.0_-254296.0_1912.0; Serbia_2490000.0_-130872.0_984.0; Turchia_2490000.0_-378252.0_2844.0;, Romania_nan_137256.0_520.0;
12:00 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
12:10 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
12:20 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
12:30 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
12:40 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
12:50 27-04-2022,453,43,23,5340000,40300,2000000,1078680,217.62,0,0,0,80000,29904,116.87,4370000,2627814,35939.54,701000,38448,8.06,1130000,680316,511.81,2740000,464046,185.38,931000,0,0,,0,0,1370000,395160,3232.06,0,0,0,,,, Grecia_nan_-311322.0_2349.49; Macedonia del Nord_950000.0_-294234.0_2220.53; Serbia_2490000.0_-194376.0_1466.92; Turchia_2490000.0_-478464.0_3610.88;, Romania_nan_25098.0_92.69;
13:00 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
13:10 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
13:20 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
13:30 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
13:40 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
13:50 27-04-2022,456,43,22,5190000,39500,2000000,1077963,217.25,0,0,0,80000,29583,114.55,4370000,2576316,35257.7,701000,54495,11.85,1130000,762930,572.75,2740000,295830,118.5,931000,0,0,,0,0,1370000,392883,3211.35,0,0,0,,,, Grecia_nan_-337869.0_2571.45; Macedonia del Nord_950000.0_-313995.0_2389.75; Romania_nan_-29064.0_221.2; Serbia_2490000.0_-255867.0_1947.35; Turchia_2490000.0_-494088.0_3760.4;,
14:00 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
14:10 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
14:20 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
14:30 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
14:40 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
14:50 27-04-2022,455,43,23,5270000,39900,2000000,1078242,215.46,0,0,0,80000,28458,111.72,4370000,2612866,35658.63,701000,74307,11.97,1130000,802094,602.49,2740000,282472,111.72,931000,0,0,,0,0,1370000,391034,3188.01,0,0,0,,,, Grecia_nan_-342023.0_2589.51; Macedonia del Nord_950000.0_-314092.0_2378.04; Romania_nan_-25823.0_195.51; Serbia_2490000.0_-279310.0_2114.7; Turchia_2490000.0_-479043.0_3626.91;,
15:00 27-04-2022,459,42,22,5240000,40100,2000000,1078392,216.54,0,0,0,80000,28820,112.28,4370000,2623668,35845.39,701000,60784,12.03,1130000,786000,589.47,2740000,267240,108.27,931000,0,0,,0,0,1370000,394048,3220.03,0,0,0,,,, Grecia_nan_-326976.0_2502.24; Macedonia del Nord_950000.0_-311256.0_2381.94; Romania_nan_-53972.0_413.03; Serbia_2490000.0_-276148.0_2113.27; Turchia_2490000.0_-501992.0_3841.58;,
15:10 27-04-2022,459,42,22,5240000,40100,2000000,1078392,216.54,0,0,0,80000,28820,112.28,4370000,2623668,35845.39,701000,60784,12.03,1130000,786000,589.47,2740000,267240,108.27,931000,0,0,,0,0,1370000,394048,3220.03,0,0,0,,,, Grecia_nan_-326976.0_2502.24; Macedonia del Nord_950000.0_-311256.0_2381.94; Romania_nan_-53972.0_413.03; Serbia_2490000.0_-276148.0_2113.27; Turchia_2490000.0_-501992.0_3841.58;,
15:20 27-04-2022,459,42,22,5240000,40100,2000000,1078392,216.54,0,0,0,80000,28820,112.28,4370000,2623668,35845.39,701000,60784,12.03,1130000,786000,589.47,2740000,267240,108.27,931000,0,0,,0,0,1370000,394048,3220.03,0,0,0,,,, Grecia_nan_-326976.0_2502.24; Macedonia del Nord_950000.0_-311256.0_2381.94; Romania_nan_-53972.0_413.03; Serbia_2490000.0_-276148.0_2113.27; Turchia_2490000.0_-501992.0_3841.58;,
15:30 27-04-2022,459,42,22,5240000,40100,2000000,1078392,216.54,0,0,0,80000,28820,112.28,4370000,2623668,35845.39,701000,60784,12.03,1130000,786000,589.47,2740000,267240,108.27,931000,0,0,,0,0,1370000,394048,3220.03,0,0,0,,,, Grecia_nan_-326976.0_2502.24; Macedonia del Nord_950000.0_-311256.0_2381.94; Romania_nan_-53972.0_413.03; Serbia_2490000.0_-276148.0_2113.27; Turchia_2490000.0_-501992.0_3841.58;,
15:40 27-04-2022,459,42,22,5240000,40100,2000000,1078392,216.54,0,0,0,80000,28820,112.28,4370000,2623668,35845.39,701000,60784,12.03,1130000,786000,589.47,2740000,267240,108.27,931000,0,0,,0,0,1370000,394048,3220.03,0,0,0,,,, Grecia_nan_-326976.0_2502.24; Macedonia del Nord_950000.0_-311256.0_2381.94; Romania_nan_-53972.0_413.03; Serbia_2490000.0_-276148.0_2113.27; Turchia_2490000.0_-501992.0_3841.58;,
